"","document","topic","gamma"
"3872","Origin Story 2014",8,0.0939317048722874
"3873","Our Friend David",8,0.0230602698945978
"3874","Radio",8,7.13008847056684e-06
"3875","Rich Guys",8,0.0344963923118976
"3876","Sentencing",8,7.23505770757848e-06
"3877","Sibling Rivalry",8,0.0163638144589157
"3878","Simulated Worlds",8,7.1968847662839e-06
"3879","Sinatra",8,8.42315312937123e-06
"3880","Special Ed",8,0.341782899548238
"3881","Stuck In The Middle",8,6.86991574569396e-06
"3882","Stuck in the Wrong Decade",8,6.5882066260092e-06
"3883","Superpowers",8,8.02950839009217e-06
"3884","Superpowers 2013",8,8.40197450474332e-06
"3885","Testosterone",8,7.60381714246874e-06
"3886","The Kids Are Alright",8,0.374083715181175
"3887","This Week",8,3.45641690934386e-06
"3888","Twentieth Century Man",8,0.387970999857128
"3889","Vacations",8,0.0739736185347575
"3890","What Remains",8,0.138694202783039
"3891","A Front",8,6.98259760080051e-06
"3892","Name Change / No Theme",8,0.395092915946054
"3893","Kids As Adults",8,7.41156772617117e-06
"3894","Auto Show",8,6.95064611948607e-06
"3895","Stories Pitched by Our Parents",8,0.0390035369582174
"3896","Pimp Anthropology",8,7.57623402342515e-06
"3897","Leaving the Fold",8,6.90326569680391e-06
"3898","The Job That Takes Over Your Life",8,7.61334471481669e-06
"3899","Accidental Documentaries",8,0.34447988159981
"3900","American Limbo",8,0.383122089449582
"3901","Americans in China",8,7.15221663741015e-06
"3902","Anger and Forgiveness",8,8.24342378901812e-06
"3903","Barbara",8,8.80719200306979e-06
"3904","Conventions",8,7.99780142689423e-06
"3905","Dawn",8,0.0561746568450747
"3906","Day At The Beach",8,0.28541069509173
"3907","Fall Clearance Sale",8,6.76423257106633e-06
"3908","Father's Day '96",8,0.283108238262312
"3909","Fiasco!",8,3.76927523130577e-06
"3910","I Was So High",8,7.03033954422865e-06
"3911","Million Bubbles",8,8.1628796275553e-06
"3912","Miracle Cures",8,7.54118715530084e-06
"3913","More Is Less",8,6.2663872777024e-06
"3914","My Big Break",8,6.79725356544645e-06
"3915","NUMMI",8,6.45833536147968e-06
"3916","Primary",8,7.27047643650788e-06
"3917","Sales",8,6.88619429161249e-06
"3918","Secret Government",8,6.64915904851984e-06
"3919","Sink or Swim",8,7.11490952208758e-06
"3920","Spies Like Us",8,6.85933879304162e-06
"3921","Take A Negro Home",8,0.287359636478875
"3922","Ten Years In",8,0.026911747582332
"3923","The Middle of Nowhere",8,6.95353869667383e-06
"3924","The Real Thing",8,0.116347779204988
"3925","Time to Save the World",8,7.20076320427235e-06
"3926","Tough Room",8,6.64783740150621e-06
"3927","Tough Room 2011",8,6.95136967121334e-06
"3928","Trek",8,7.3951666356277e-06
"3929","Two Nations, One President",8,7.65169498166821e-06
"3930","Welcome to America",8,0.275242481167125
"3931","What Kind of Country",8,6.54882680367078e-06
"3932","You Are Here",8,7.02147616152301e-06
"3933","You Gonna Eat That?",8,7.62376688674923e-06
"3934","Plan B",8,6.62215084773492e-06
"3935","Propriety",8,0.129911031428986
"3936","Reruns",8,0.0394698842702651
"3937","Houses of Ill Repute",8,6.58820594374628e-06
"3938","Letters",8,8.66110772558383e-06
"3939","Crime Scene",8,7.58139146089544e-06
"3940","Regrets, I've Had a Few",8,7.79083653442111e-06
"3941","Your Dream, My Nightmare",8,0.0505506445242834
"3942","Amateur Hour",8,0.00309205791456567
"3943","Basketball",8,7.59603948445201e-06
"3944","Be Careful Who You Pretend to Be",8,7.15911096455552e-06
"3945","Bob Dole",8,7.54885313649346e-06
"3946","Can You Fight City Hall…If You Are City Hall?",8,7.78448429193528e-06
"3947","Cops See It Differently, Part One",8,6.06783768524889e-06
"3948","Election",8,0.080354195327209
"3949","Factions",8,8.0907458295211e-06
"3950","Family Physics",8,0.074155721737877
"3951","Home Movies",8,0.384540369947701
"3952","I Enjoy Being A Girl, Sort Of",8,7.40007939711862e-06
"3953","Immigration",8,7.01778981734325e-06
"3954","In Country",8,7.2704737643386e-06
"3955","It's Never Over",8,0.34131967561059
"3956","Last Words",8,0.468504727989032
"3957","Lights, Camera, Christmas!",8,0.491184879105793
"3958","Nobody's Family Is Going to Change",8,0.0155551069331111
"3959","Numbers",8,7.06900583196446e-06
"3960","Parent Trap",8,0.00309916508366188
"3961","Regime Change",8,7.16832547815571e-06
"3962","Return to Childhood",8,0.381519306775219
"3963","Secret Life of Daytime",8,0.0179106925440199
"3964","Should I Stay or Should I Go?",8,7.47205487621082e-06
"3965","Social Contract",8,6.50168502212776e-06
"3966","The Incredible Case of the P.I. Moms",8,6.65379438174467e-06
"3967","The Leap",8,0.118614887456689
"3968","The Parrot and the Potbellied Pig",8,7.31103626655948e-06
"3969","True Urban Legends",8,6.44587983919204e-06
"3970","Truth and Lies at Age Ten",8,0.300639944578648
"3971","Unconditional Love",8,0.0326849837764544
"3972","Use Only as Directed",8,6.78414278595246e-06
"3973","Valentine’s Day ’98",8,7.46121061209081e-06
"3974","War Stories",8,7.61942007316898e-06
"3975","Will They Know Me Back Home?",8,0.169691051560958
"3976","81 Words",8,0.00844920302994895
"3977","Ask An Expert",8,0.0961922774444583
"3978","Big Tent",8,6.78621090693083e-06
"3979","Own Worst Enemy",8,6.69713143930975e-06
"3980","Neighbors",8,7.27680776820472e-06
"3981","Name Change",8,0.00687516527167154
"3982","Later That Same Day",8,0.00269081131053258
"3983","Georgia Rambler",8,0.0140445232944116
"3984","Is That What I Look Like?",8,0.208437326750314
"3985","Something for Nothing",8,0.0361789485278608
"3986","Godless America",8,7.15757858131623e-06
"3987","A Teenager's Guide to God",8,6.40572288684971e-06
"3988","Apocalypse",8,7.55141225605416e-06
"3989","Apology",8,7.57194415262755e-06
"3990","By Proxy",8,0.0381849518744335
"3991","Fake I.D.",8,0.0102349986780559
"3992","Ghosts of Elections Past",8,7.2783929428331e-06
"3993","Golden Calf",8,7.24603981579682e-06
"3994","Gossip",8,6.97895267060867e-06
"3995","Got Your Back",8,6.55011164490116e-06
"3996","High Cost of Living",8,0.0479433643934813
"3997","Invisible Made Visible",8,8.99688019157399e-06
"3998","Know Your Enemy",8,6.98770940651029e-06
"3999","Like It or Not",8,7.62463569201317e-06
"4000","Lost in Translation",8,0.00914305253388058
"4001","Love",8,9.37286566430805e-06
"4002","Nemeses",8,7.24211508483599e-06
"4003","Nice Work If You Can Get It",8,7.1968851602134e-06
"4004","No Place Like Home",8,6.79448935545611e-06
"4005","Office Politics",8,6.79448991286204e-06
"4006","Parental Guidance Suggested",8,0.0611527497956898
"4007","Perfect Evidence",8,6.92543811956855e-06
"4008","Politics",8,0.000837019471569966
"4009","Pursuit of Happiness",8,0.00135524015777166
"4010","Recordings for Someone",8,7.51828250709201e-06
"4011","Save the Day",8,0.295480678265005
"4012","Suckers",8,6.77177201954146e-06
"4013","The Annoying Gap Between Theory...and Practice",8,6.68708032540277e-06
"4014","The Invention of Money",8,6.86004283738805e-06
"4015","The Psychopath Test",8,7.28632723444273e-06
"4016","The Super",8,7.28871297533991e-06
"4017","This I Used to Believe",8,6.52963464054401e-06
"4018","Wait - Do You Have The Map?",8,6.82432084713579e-06
"4019","We Didn’t",8,7.09753129815303e-06
"4020","What You Lookin’ At?",8,0.0242581838510599
"4021","Harold",8,7.31263718550094e-06
"4022","Middle of the Night",8,7.56765598767853e-06
"4023","Justice",8,7.33913443011671e-06
"4024","Poultry Slam 2011",8,6.89329684624247e-06
"4025","Defying Sickness",8,0.471367259639991
"4026","Teenage Embed, Part Two",8,7.70728454148477e-06
"4027","Somewhere in the Arabian Sea",8,6.36666931799087e-06
"4028","Windfall",8,6.71935089610807e-06
"4029","2010",8,0.0309660898892634
"4030","And the Call Was Coming from the Basement",8,7.4988815825956e-06
"4031","David and Goliath",8,7.69840738911695e-06
"4032","Going Big",8,0.238598731319652
"4033","Habeas Schmabeas",8,7.39843877048461e-06
"4034","Habeas Schmabeas 2007",8,7.06302742824825e-06
"4035","Hiding in Plain Sight",8,7.15298143927047e-06
"4036","It Says So Right Here",8,6.92472198584555e-06
"4037","Mapping",8,7.652570709548e-06
"4038","Mr. Daisey and the Apple Factory",8,7.53268701479288e-06
"4039","My Two Cents",8,6.60252328350827e-06
"4040","Neighborhood Watch",8,7.24525470734438e-06
"4041","Special Treatment",8,7.1224914665071e-06
"4042","Take the Money and Run for Office",8,7.00895836370532e-06
"4043","The Prosecutor",8,6.99794888978826e-06
"4044","Very Tough Love",8,5.94795874814723e-06
"4045","Wake Up Now",8,6.67906015938488e-06
"4046","When Patents Attack!",8,6.74647735337822e-06
"4047","When Patents Attack... Part Two!",8,6.81527145203521e-06
"4048","Back from the Dead",8,6.27521142524684e-06
"4049","Guns",8,7.18682423042746e-06
"4050","Classifieds",8,7.67718469285748e-06
"4051","Crush",8,0.0225941837759365
"4052","Democratic Convention",8,7.04070811166188e-06
"4053","Got You Pegged",8,6.85020047424758e-06
"4054","Say Anything",8,0.0012140388275063
"4055","Christmas",8,0.363479094852657
"4056","Prom",8,7.72420718332166e-06
"4057","Right to Remain Silent",8,6.30361888896812e-06
"4058","Americans In Paris",8,0.0241483286260763
"4059","Escape the Box",8,0.137970558869779
"4060","Moving",8,0.285866874722884
"4061","The Fix Is In",8,7.54544198364936e-06
"4062","Valentine’s Day ’99",8,9.04681073372327e-06
"4063","How We Talked Back Then",8,7.45538445993722e-06
"4064","Middlemen",8,7.92008524128734e-06
"4065","Scenes from A Transplant",8,7.67101527852764e-06
"4066","Shoulda Been Dead",8,8.34428085380615e-06
"4067","Throwing the First Punch",8,7.35528680121749e-06
"4068","Pro Se",8,6.9571583645243e-06
"4069","Republican Convention",8,7.49972344546743e-06
"4070","The Alibi",8,6.43966854698673e-06
"4071","The This American Life Holiday Spectacular",8,0.444232554167604
"4072","What Is This Thing?",8,7.093764978345e-06
"4073","Crybabies",8,6.83898428219396e-06
"4074","180 Degrees",8,0.0274159181766266
"4075","Christmas and Commerce",8,0.431401727075558
"4076","Amusement Park",8,6.47272125805691e-06
"4077","Cringe",8,0.0781456926441098
"4078","Return to Childhood 2008",8,0.368844050990928
"4079","Self-Improvement Kick",8,7.01852595155358e-06
"4080","The Ten Commandments",8,7.10130214149303e-06
"4081","One of Us",8,0.0407662564615692
"4082","Show Me the Way",8,0.142112346227151
"4083","The Cruelty of Children",8,0.127018138348096
"4084","Hitler’s Yacht",8,6.90183938599811e-06
"4085","Fire",8,7.74210217006708e-06
"4086","A Night at the Wiener Circle",8,8.40302996780472e-06
"4087","Send a Message",8,0.0394161246913847
"4088","Adult Children",8,0.554149668764764
"4089","Star-Crossed Love",8,7.17910546412797e-06
"4090","Small Scale Sin",8,7.05333839786409e-06
"4091","Julia Sweeney",8,7.11718136590555e-06
"4092","Wrong Side of History",8,0.0301249255251308
"4093","Monogamy",8,7.86694916929646e-06
"4094","Mind Your Own Business",8,7.11642353614453e-06
"4095","Father’s Day ‘99",8,0.324177804118502
"4096","Faustian Bargains",8,0.000794475628238783
"4097","Mob Mentality",8,7.36420334649494e-06
"4098","Social Engineering",8,7.45621551170943e-06
"4099","One Thing",8,8.02372678740826e-06
"4100","Adventures in the Simple Life",8,7.69574732047697e-06
"4101","Infidelity",8,0.190941572473923
"4102","Poultry Slam 2008",8,7.18064742150602e-06
"4103","Allure of Crime",8,7.37802182836217e-06
"4104","The View From In Here",8,6.41186756483879e-06
"4105","If You Don’t Have Anything Nice to Say, SAY IT IN ALL CAPS",8,6.95715879553346e-06
"4106","In Dog We Trust",8,0.00792626255302003
"4107","Cat and Mouse",8,7.05780760292662e-06
"4108","First Day",8,7.50056414757403e-06
"4109","Know When To Fold ‘Em",8,7.30224982169159e-06
"4110","Mortal Vs. Venial",8,6.50231897796225e-06
"4111","My Reputation",8,6.26169033176985e-06
"4112","Ruining It for the Rest of Us",8,7.40746080944597e-06
"4113","The Cat Came Back",8,0.012812015914058
"4114","The Missing Parents Bureau",8,0.253166744211952
"4115","Somewhere Out There",8,6.95426359109157e-06
"4116","Reap What You Sow",8,7.48544293370194e-06
"4117","20 Acts in 60 Minutes",8,0.0115569592347886
"4118","Media Fringe",8,0.0436694147741995
"4119","Telephone",8,8.72441951681893e-06
"4120","Not What I Signed Up For",8,6.4595842840968e-06
"4121","Mistakes Were Made",8,0.0384557024280216
"4122","How to Talk to Kids",8,0.287089192699005
"4123","Lost in America",8,0.0872583610515479
"4124","Fine Print",8,0.0549864726960725
"4125","Fine Print 2011",8,0.0385446030406062
"4126","Act V",8,7.84294747085022e-06
"4127","Away From Home",8,0.0514763600202067
"4128","Drama Bug",8,0.0923796780107962
"4129","Comedians of Christmas Comedy Special",8,0.180443447276055
"4130","The Angels Wanna Wear My Red Suit",8,0.315637462562795
"4131","How to Win Friends and Influence People",8,0.312715354209846
"4132","Mother’s Day",8,0.0209349270947414
"4133","Scenes From a Recession",8,6.75261442402101e-06
"4134","Tribes",8,6.89756622787456e-06
"4135","A Better Mousetrap",8,6.81666515615051e-06
"4136","A Better Mousetrap 2008",8,6.68641146496723e-06
"4137","Another Frightening Show About the Economy",8,6.50421474144867e-06
"4138","Economy",8,7.24211516366868e-06
"4139","Good Guys",8,7.47121706541569e-06
"4140","Harper High School - Part Two",8,0.00271947916465306
"4141","Hit the Road",8,7.90696815975522e-06
"4142","How to Take Money from Strangers",8,0.026031379844031
"4143","I Was Just Trying To Help",8,6.49095069620005e-06
"4144","In the Shadow of the City",8,0.284254571265485
"4145","Is This Working?",8,0.0120996681614858
"4146","It's Not the Product, It's the Person",8,6.9032645683602e-06
"4147","Million Dollar Idea",8,7.18450561990863e-06
"4148","Other People's Mail",8,7.16832562550106e-06
"4149","Petty Tyrant",8,6.61690481343675e-06
"4150","Quitting",8,9.27659619411067e-06
"4151","See No Evil",8,6.82362433347841e-06
"4152","Small Towns",8,7.65695473663044e-06
"4153","Switcheroo",8,0.403921690780289
"4154","Teenaged Girls",8,7.71885498786877e-06
"4155","The New Boss",8,6.90897391790765e-06
"4156","The Radio Drama Episode",8,5.75091916099993e-06
"4157","Toxie",8,6.63859320205307e-06
"4158","Valentine’s Day 2008",8,0.00427551817098686
"4159","A House Divided",8,6.91254760080724e-06
"4160","Adventure!",8,6.73356669680406e-06
"4161","Advice",8,9.21139318871188e-06
"4162","Animal Sacrifice",8,7.59603876602204e-06
"4163","Animals",8,3.81488483251881e-06
"4164","Arms Trader 2009",8,7.08849539764243e-06
"4165","Babysitting",8,0.381581522659231
"4166","Bedside Diplomacy",8,6.79103815267979e-06
"4167","Best Interests",8,0.0275950642807446
"4168","Birthdays, Anniversaries, and Milestones",8,0.0977377959036175
"4169","Break-Up",8,6.84879661109443e-06
"4170","Brother’s Keeper",8,7.40171757573769e-06
"4171","Call For Help",8,6.34009702334953e-06
"4172","Confessions",8,6.77383121097829e-06
"4173","Death and Taxes",8,6.70990564157309e-06
"4174","Delivery",8,7.18914267536311e-06
"4175","Didn’t Ask to Be Born",8,7.16755607265351e-06
"4176","DIY",8,6.73085250092829e-06
"4177","Duty Calls",8,6.82920209808851e-06
"4178","Edge of Sanity",8,7.68955019481972e-06
"4179","Enemy Camp",8,7.26731263663704e-06
"4180","Enemy Camp 2010",8,7.33188726789816e-06
"4181","Enforcers",8,6.32988851713207e-06
"4182","Faith",8,7.20231312678384e-06
"4183","Fear of Sleep",8,7.49467722621357e-06
"4184","Frenemies",8,0.0369662065438496
"4185","Give the People What They Want",8,0.395854609110151
"4186","Hoaxing Yourself",8,0.196795012886295
"4187","I'm From the Private Sector and I'm Here to Help",8,6.89329702560112e-06
"4188","I’m In Charge Now",8,7.24604267525884e-06
"4189","Island Time",8,6.67572569215678e-06
"4190","Life After Death",8,0.233876581943909
"4191","Living Without (2011)",8,7.87343619040375e-06
"4192","Magic Words",8,0.0668037318394266
"4193","Matchmakers",8,6.82920218634671e-06
"4194","Meet the Pros",8,0.126363435540917
"4195","Middle School",8,0.411022013082896
"4196","Mob",8,0.0424464530271859
"4197","My Experimental Phase",8,7.75828018146691e-06
"4198","My Pen Pal",8,0.00137405800354726
"4199","New Beginnings",8,7.85585286269701e-06
"4200","Picture Show",8,6.76491814716517e-06
"4201","Poultry Slam 1995",8,7.91258527974241e-06
"4202","Poultry Slam 1996",8,8.39669678251813e-06
"4203","Poultry Slam 1998",8,7.62985748638931e-06
"4204","Promised Land",8,7.41897155930133e-06
"4205","Quiz Show",8,7.16064517094829e-06
"4206","Rashomon",8,7.61334299726328e-06
"4207","Remember Me",8,0.0646287737916656
"4208","Rest Stop",8,6.72949935042634e-06
"4209","Return To The Scene Of The Crime",8,7.99206420377315e-06
"4210","Road Trip!",8,6.92543943169272e-06
"4211","Scenes From a Mall",8,0.0901237789623407
