"headline","date"
"STATE GOP TO HEAR FCRC APPEAL","2016-04-29"
"TRUMP, CRUZ FORCES COMPETING FOR VIRGINIA DELEGATES SHOULD GOP CONVENTION HAVE NO CLEAR NOMINEE","2016-04-29"
"STATE GOP TO CHOOSE AT-LARGE DELEGATES FOR CLEVELAND CONVENTION SATURDAY","2016-04-29"
"REPUBLICANS TO PICK DELEGATES AT STATE CONVENTION","2016-04-29"
"VIRGINIA GOP TO DECIDE BIG DELEGATE HAUL AT STATE CONVENTION","2016-04-29"
"STATE PARTY MEETING STARTS TODAY","2016-04-29"
"STUDENTS TO PROTEST TRUMP AT STATE CONVENTION","2016-04-29"
"GOP CANDIDATE'S DEBATE SNUB PROVOKES GROUP TO SET UP SEPARATE FORUM","2016-04-29"
"VIRGINIA ELECTIONS BOARD ADOPTS NEW VOTER REGISTRATION FORM ON PARTY-LINE VOTE","2016-04-29"
"NEW VOTER REGISTRATION APPLICATION FORM WINS APPROVAL","2016-04-29"
"FELONS REGISTER TO VOTE","2016-04-29"
"POWER TO VOTE","2016-04-29"
"PETERSBURG AND STATE SCHOOL BOARD AGREE ON TURNAROUND PLAN","2016-04-29"
"WARNER TO CONGRESS: PLEASE, IN THE NAME OF ALL LOGIC, END THESE REPORTS","2016-04-29"
"MEDICARE MEASURE MAY BENEFIT RURAL HOSPITALS","2016-04-29"
"FAIRFAX ACCEPTS STATE FUNDS TO BOOST ERNST & YOUNG EXPANSION","2016-04-29"
"DAMAGING APRIL FREEZES HIT LOCAL FRUIT CROPS HARD","2016-04-29"
"FOXX, SAYING ‘NO MORE EXCUSES’ FOR METRO, REPLACES 3 BOARD MEMBERS","2016-04-29"
"UNIVERSITY CRITICS DRAW A LINE AT NAMING LAW SCHOOL FOR SCALIA","2016-04-29"
"LAWMAKER DELIVERS PETITION OPPOSING GEORGE MASON’S DECISION TO RENAME ITS LAW SCHOOL FOR SCALIA","2016-04-29"
"DATA REVEALS GENDER PAY GAP IN COLLEGE SALARIES","2016-04-29"
"CVCC TO ADDRESS SALARY DISPARITY; COLLEGE PRESIDENT TELLS EMPLOYEES, 'WE HAVE SOME WORK TO DO'","2016-04-29"
"ATLANTIC COAST PIPELINE ANTICIPATES DELAY IN CONSTRUCTION START","2016-04-29"
"QUIOCCASIN SELECTED AS NEW NAME FOR BYRD MIDDLE SCHOOL","2016-04-29"
"RAM CLINIC COMING TO SMYTH COUNTY THIS WEEKEND","2016-04-29"
"RAM DRONE GOING TO THE SMITHSONIAN","2016-04-29"
"CPC WANTS MORE DETAILS ABOUT OPTINET DEAL","2016-04-29"
"RICHMOND CITY COUNCIL AGREES TO CURTAIL MAYOR'S SECURITY DETAIL","2016-04-29"
"CHESTERFIELD SCHOOLS STAFF VIOLATED STATE PROCUREMENT LAWS, AUDIT FINDS","2016-04-29"
"NORFOLK MAYOR PAUL FRAIM ENDORSES KENNY ALEXANDER TO REPLACE HIM","2016-04-29"
"CAVALIER HOTEL RESTORATION IN VIRGINIA BEACH COSTING $20 MILLION MORE THAN PLANNED","2016-04-29"
"PORTSMOUTH HAS BEEN SHREDDING PUBLIC RECORDS WITHOUT FOLLOWING STATE LAW","2016-04-29"
"OF THE SIX CHESAPEAKE CITY COUNCIL CANDIDATES, ONLY ONE IS A NEWCOMER","2016-04-29"
"WYTHE APPROVES 'CONFIDENTIAL' SETTLEMENT WITH FORMER ADMINISTRATOR","2016-04-29"
"SCHOOL, LAW ENFORCEMENT OFFICIALS CLASH","2016-04-29"
"MCDONNELL'S APPEAL","2016-04-29"
"ABOUT THAT ROLEX","2016-04-29"
"VIRGINIA'S HIGHER-ED GEM AT 50","2016-04-29"
"WILL THE SUPREME COURT SAVE BOB MCDONNELL?","2016-04-29"
"DOUGHERTY: STATE SENATOR SHOULD STICK TO VIRGINIA POLICY, NOT FOREIGN POLICY","2016-04-29"
"WILLIAMS: 'I DON’T FEEL LIKE A SECOND-CLASS CITIZEN ANYMORE'","2016-04-29"
"KUNKLE: IT’S EASY TO BLAME UNIONS FOR ALL OF METRO’S PROBLEMS. IT’S ALSO WRONG.","2016-04-29"
"LEAHY AND GOLDMAN: DID MCAULIFFE SAY THE STATE CRIMINAL JUSTICE SYSTEM IS RACIST?","2016-04-29"
"AFTER FALSELY JAILED FOR 33 YEARS, HARWARD ADJUSTS TO FREEDOM, A CHANGED WORLD","2016-04-29"
"STATE ECONOMIC DEVELOPMENT OFFICIALS QUESTIONED NORFOLK SOUTHERN JOB-RELOCATION GRANT","2016-05-02"
"VA. GOP CUT MONEY FOR CASE-BY-CASE RESTORATIONS OF VOTING RIGHTS","2016-05-02"
"DELEGATE LAUDS ARMY DECISION TO RETAIN GREEN BERET WHO HIT AFGHAN RAPIST","2016-05-02"
"TRUMP CAMPAIGN CHAIRMAN IN VIRGINIA TO RUN FOR GOVERNOR","2016-05-02"
"KEN CUCCINELLI SAYS HE WON'T RUN FOR GOVERNOR IN 2017","2016-05-02"
"CUCCINELLI RULES OUT RUN FOR GOVERNOR IN 2017","2016-05-02"
"VIRGINIA POLITICS KEN CUCCINELLI WILL NOT RUN FOR VIRGINIA GOVERNOR IN 2017, HE SAYS","2016-05-02"
"HOPEFULS TAKE TO THE STAGE AT CONVENTION","2016-05-02"
"GLENN DAVIS HAS A 27-FOOT RV THAT'S GENERATING BUZZ AT THE VIRGINIA GOP CONVENTION","2016-05-02"
"JACKSON BACKS VOGEL FOR LT. GOV, AS GOP HOPEFULS SEEK SUPPORT AT CONVENTION","2016-05-02"
"SIMONDS RUNNING UNOPPOSED IN CENTRAL DISTRICT, BUT EYES HIGHER PRIZE","2016-05-02"
"REPUBLICAN PARTY ADOPTS A ‘UNITY SLATE’ AT CONVENTION","2016-05-02"
"MOST STATE GOP DELEGATES FAVOR CRUZ","2016-05-02"
"STATEWIDE GOP CONVENTION DELEGATE SLATE TILTS TO CRUZ OVER TRUMP","2016-05-02"
"CRUZ SECURES 10 OF 13 NATIONAL DELEGATES IN FIGHT AT VIRGINIA GOP CONVENTION","2016-05-02"
"CRUZ SUPPORTERS CONTINUE DELEGATE MOMENTUM IN VIRGINIA","2016-05-02"
"BEHIND WEIGHT OF CUCCINELLI, VIRGINIA GOP CONVENTION APPROVES CRUZ-HEAVY DELEGATE SLATE","2016-05-02"
"TRUMP VIRGINIA CHAIRMAN COREY STEWART SLAMS KEN CUCCINELLI AT STATE GOP CONVENTION","2016-05-02"
"TED CRUZ WINS THE MOST DELEGATES AT VIRGINIA GOP CONVENTION","2016-05-02"
"CRUZ WINS MOST VIRGINIA GOP AT-LARGE DELEGATES","2016-05-02"
"TRUMP SUPPORTERS FEAR FREDERICKSBURG-AREA DELEGATES WILL BACK CRUZ AT CONTESTED CONVENTION","2016-05-02"
"STUDENTS STAND AGAINST TRUMP AT CONVENTION","2016-05-02"
"JIM GILMORE DENIED SPOT AS DELEGATE AT NATIONAL CONVENTION","2016-05-02"
"EX-DEL. BERG WINS APPEAL, REMAINS FREDERICK GOP CHAIRMAN","2016-05-02"
"CONGRESSIONAL CANDIDATE SCOTT TAYLOR SAYS PROPOSED DEBATE MODERATOR IS BIASED","2016-05-02"
"REPUBLICANS VYING TO CHALLENGE BEYER IN NORTHERN VIRGINIA CONGRESSIONAL RACE","2016-05-02"
"DEMOCRAT BEDELL PLEDGES TEAMWORK IF ELECTED IN 7TH DISTRICT","2016-05-02"
"RESTORING VOTING RIGHTS LEADS TO CONFUSION","2016-05-02"
"CHECKING STATUS: LOCAL REGISTRARS DEAL WITH GOVERNOR'S RULING","2016-05-02"
"STATE PROGRAM OFFERS HELP TO FAMILIES OF LONG-TERM CARE PATIENTS WHO ARE DISCHARGED","2016-05-02"
"FELONS FROM THE FREDERICKSBURG AREA BEGIN SUBMITTING VOTER-REGISTRATION APPLICATIONS","2016-05-02"
"VIDEO FOOTAGE OUTSIDE JAMYCHEAL MITCHELL'S CELL NO LONGER EXISTS","2016-05-02"
"JAIL DIDN'T SAVE VIDEO FOOTAGE SHOWING CELL OF MAN WHO DIED","2016-05-02"
"DANVILLE COUNCIL HOPEFULS WEIGH IN ON URANIUM DEBATE","2016-05-02"
"SIGNIFICANT PREMIUM HIKES EXPECTED UNDER OBAMA HEALTH LAW—ESPECIALLY IN VA.","2016-05-02"
"VA. POWER LIKELY TO RELY ON NATURAL GAS, SOLAR IN NEXT 15 YEARS","2016-05-02"
"DOMINION MAKES CASE FOR MOVING FORWARD ON NUCLEAR","2016-05-02"
"JILL BIDEN HOSTS USS DELAWARE KEEL-LAYING CEREMONY IN NEWPORT NEWS","2016-05-02"
"LACHNIET NAMED PUBLISHER OF THE FREE LANCE-STAR","2016-05-02"
"NEWSPAPERS TO ADOPT INSIDENOVA NAME","2016-05-02"
"PROPOSALS FOR BUILDING SECOND TUNNEL ON CHESAPEAKE BAY BRIDGE-TUNNEL TOP $1 BILLION","2016-05-02"
"FEDS PRESSURE VA., DC AND MD., ON NEW SAFETY AGENCY FOR METRO","2016-05-02"
"FTA SAFETY INSPECTORS UNCOVER MORE TRACK DEFECTS THAT METRO MISSED","2016-05-02"
"IN-STATE TUITION AND FEES TO INCREASE 4 PERCENT AT VMI","2016-05-02"
"RACING, BETTING AND ART: A RENAISSANCE AT MORVEN PARK IN LEESBURG","2016-05-02"
"CHESAPEAKE BAY GRASSES SURGE TO LEVELS NOT SEEN IN DECADES","2016-05-02"
"CHESAPEAKE BAY UNDERWATER GRASSES EXPAND TO HIGHEST LEVEL IN 3 DECADES, SURVEY SAYS","2016-05-02"
"ASSATEAGUE SEASHORE GENERATED $110M ECONOMIC IMPACT","2016-05-02"
"BLUE RIDGE PARKWAY FOUNDATION OPPOSES PIPELINES","2016-05-02"
"ISLAMIC SCOUT TROOP A FIRST FOR AREA","2016-05-02"
"VCU, STATE INVOLVEMENT CHANGES RICHMOND BALLPARK PICTURE","2016-05-02"
"CHESTERFIELD SCHOOLS OFFICIALS FINALIZE PLAN TO CHANGE START TIMES","2016-05-02"
"WITH BYRD NAME CHANGE, HENRICO SCHOOL SYSTEM ONCE AGAIN FOLLOWS TREND","2016-05-02"
"NORFOLK POLICE HAVE SHOT AND KILLED TWICE AS MANY PEOPLE AS ANY OTHER AGENCY IN VIRGINIA SINCE 2010. WHY?","2016-05-02"
"CHESAPEAKE VOTERS MOTIVATED BUT SKEPTICAL HEADING INTO POLLS","2016-05-02"
"HAMPTON CANDIDATE WHO LIED ABOUT PURPLE HEART DROPS OUT, RE-ENTERS, DROPS OUT","2016-05-02"
"COUNCIL CANDIDATES TACKLE CONFEDERATE FLAG CONTROVERSY","2016-05-02"
"NEWSOMS MAYOR HASN’T RESIGNED, TOWN ATTORNEY SAYS","2016-05-02"
"CITY COUNCIL ELECTION WINNERS LIKELY WON'T BE DECLARED UNTIL NEXT DAY","2016-05-02"
"NORFOLK SOUTHERN DEAL — A TERRIBLE WASTE OF TAXPAYER MONEY","2016-05-02"
"THE FAIR AND EQUITABLE DISPENSING OF DISCIPLINE","2016-05-02"
"REDISTRICTING FIGHT A COSTLY CURIOSITY","2016-05-02"
"GOODBYE AND GOOD RIDDANCE TO BYRD MIDDLE SCHOOL","2016-05-02"
"SCALIA'S NAME STIRS A TEACUP TEMPEST AT GMU","2016-05-02"
"HOORAY FOR WARNER","2016-05-02"
"PUT PUBLIC'S BUSINESS IN FULL VIEW","2016-05-02"
"PROACTIVE APPROACH AIDS EX-PRISONERS","2016-05-02"
"AN UNHEALTHY FIXATION","2016-05-02"
"GOOD CHOICES FOR ELECTION DAY","2016-05-02"
"CITY VOTERS WILL GET THEIR SAY ON TUESDAY","2016-05-02"
"ROANOKE'S CHOICES","2016-05-02"
"SCHAPIRO: MAYBE INNOCENT UNDER LAW, BUT MCDONNELL'S STILL GUILTY BY HIS OWN STANDARDS","2016-05-02"
"FAIN: WILL SEN. DICK BLACK HAVE TO DISCLOSE HIS SYRIA TRIP? WELL ...","2016-05-02"
"POLITIFACT: KIRK COX SAYS MCAULIFFE HAS VETOED MORE BILLS THAN LAST THREE GOVERNORS","2016-05-02"
"GILMORE: GOVERNOR MCAULIFFE'S MALFEASANCE IN OFFICE","2016-05-02"
"THORNTON: HIGH SCHOOL REFORMS MAY MISS THE MARK","2016-05-02"
"HAZEL: VIRGINIA PLANS FOR OLDER VIRGINIANS","2016-05-02"
"ROTHROCK: VIRGINIA PREPARES FOR AN AGING POPULATION","2016-05-02"
"ENDERS: BRINGING EMINENT DOMAIN ABUSE BACK TO VIRGINIA","2016-05-02"
"POLIAKOFF: WHAT WE NEED FOR OUR UNIVERSITIES","2016-05-02"
"VAUGHAN: EQUAL PAY, ANYONE?","2016-05-02"
"DJURIC AND KOZICK: NATION'S ONLY ALL-FEMALE CADET CORPS TURNS 20","2016-05-02"
"ALBERT: I WAS SUED BECAUSE I DON’T WANT MILITARY-GRADE WEAPONS IN MY TOWN","2016-05-02"
"VISUALIZATION: WHICH PRESIDENTIAL CANDIDATES ARE VIRGINIA DONORS BACKING?","2016-05-02"
"REPUBLICANS PLAN TO SUE MCAULIFFE OVER ORDER RESTORING RIGHTS TO FELONS","2016-05-03"
"VIRGINIA GOP LAWMAKERS TO SUE OVER FELONS’ VOTING RIGHTS","2016-05-03"
"VA. REPUBLICANS HIRE LAWYER IN BID TO STOP RESTORATION OF FELONS’ VOTING RIGHTS","2016-05-03"
"GOP LAWMAKERS HIRE ATTORNEY FOR FELON VOTING RIGHTS CASE","2016-05-03"
"VIRGINIA REPUBLICANS WEIGH COURT CHALLENGE TO VOTING RIGHTS FOR FELONS","2016-05-03"
"DEMOCRAT JUSTIN FAIRFAX TO RUN FOR LIEUTENANT GOVERNOR","2016-05-03"
"JUSTIN FAIRFAX RUNNING AS DEMOCRAT FOR LIEUTENANT GOVERNOR","2016-05-03"
"HE ONCE HOPED FOR THE GOP NOMINATION, NOW JIM GILMORE CAN’T EVEN GET ELECTED DELEGATE TO CONVENTION","2016-05-03"
"CULPEPER GOP LEADER OF PRESIDENTIAL SELECTION: “IT’S ALL UP IN THE AIR”","2016-05-03"
"GOODLATTE GETS NOVEMBER CHALLENGER","2016-05-03"
"VA. SUPREME COURT RECOGNIZES UNMARRIED SAME-SEX COUPLES ARE LEGAL TOO","2016-05-03"
"VA. SUPREME COURT RULES SAME-SEX COUPLES EQUAL IN DIVORCE LAW","2016-05-03"
"STATE BEHAVIORAL HEALTH AGENCY QUESTIONS IG REPORT ON JAMYCHEAL MITCHELL'S DEATH","2016-05-03"
"DEPARTMENT SAYS IT LACKED ACCESS IN JAMYCHEAL MITCHELL DEATH INVESTIGATION","2016-05-03"
"DOMINION'S YORKTOWN OIL UNIT GETS BRIEF REPRIEVE, SURRY PLANT LIFE TO BE EXTENDED","2016-05-03"
"HISTORIC PRESERVATION GROUP TAKES AIM AT THREAT FROM UTILITY PIPELINE, POWER LINE PROJECTS","2016-05-03"
"PIPELINE PROPOSALS PUT TWO LOCAL SITES ON MOST-ENDANGERED LIST","2016-05-03"
"DUMFRIES MAYOR CHARGED WITH STEALING CAMPAIGN SIGN","2016-05-03"
"PETERSBURG: PUBLISHING NAMES HELPED COLLECT DELINQUENT TAXES","2016-05-03"
"OYSTER SHELLS, COSTS PILING UP IN VIRGINIA BEACH FOR NON-EXISTENT OYSTER RESTORATION PLAN","2016-05-03"
"ROANOKE VOTERS TO MAKE HISTORY WITH TUESDAY'S COUNCIL ELECTION","2016-05-03"
"ROANOKE COUNCIL QUESTIONS SCHOOL SUPERINTENDENT ON TROUBLED PROGRAM","2016-05-03"
"WHEN IT COMES TO DANVILLE CITY COUNCIL, SOME ELECT TO USE 'BLOC VOTING' STRATEGY","2016-05-03"
"VIRGINIA REPUBLICANS FUEL SUSPICIONS","2016-05-03"
"IMPORTANT VOTES IN NORFOLK, CHESAPEAKE","2016-05-03"
"THE DUTY OF A CITIZEN IS TO CAST A BALLOT","2016-05-03"
"WHY ELECTION DAY MATTERS","2016-05-03"
"SOMEONE SHOULD BE VOTED OUT OF OFFICE","2016-05-03"
"RAILROAD CAN BE PART OF GREATER PLAN","2016-05-03"
"RESS: VIRGINIA POLITICS: A 2017 REPRISE OF THE GOP PRESIDENTIAL WARS?","2016-05-03"
"FOGLE: THANKS A BUNCH, GOVERNOR","2016-05-03"
"HOLTON: DURING TEACHER APPRECIATION WEEK, THANK A TEACHER","2016-05-03"
"AG'S OFFICE HIGHLIGHTS HEROIN/OPIOID EPIDEMIC WITH DOCUMENTARY","2016-05-04"
"WITH QUICK WIN, KENNY ALEXANDER WILL BE NORFOLK'S FIRST NEW MAYOR IN 22 YEARS","2016-05-04"
"CHESAPEAKE'S SPRUILL, NORFOLK'S LINDSEY TO VIE FOR KENNY ALEXANDER'S STATE SENATE SEAT","2016-05-04"
"FLA. BUSINESSMAN PAID $10K FOR VA. SENATOR’S TRIP TO MEET SYRIAN PRESIDENT ASSAD","2016-05-04"
"COREY STEWART RELEASES STATEMENT ON CRUZ DEPARTURE","2016-05-04"
"BENNETT SEES TRUMP’S SUCCESS AS BENEFIT IN FIGHT FOR 10TH DISTRICT","2016-05-04"
"DEMOCRAT ANNOUNCES IN 6TH CONGRESSIONAL DISTRICT RACE","2016-05-04"
"DEMOCRAT ENTERS RACE FOR 6TH DISTRICT","2016-05-04"
"VIRGINIA SCHOOL BOARD APPEALS IN TRANSGENDER BATHROOM CASE","2016-05-04"
"BARBARA MIKULSKI AT WALLOPS: 'MAY THE FORCE BE WITH US'","2016-05-04"
"MVP SUES BENT MOUNTAIN PROPERTY OWNER OVER SURVEYING DISPUTE","2016-05-04"
"NEW PUBLIC COMMENT PERIOD OPENED ON CHANGES TO ATLANTIC COAST PIPELINE","2016-05-04"
"OPPONENTS SAY PIPELINE A THREAT TO LOCAL HISTORY","2016-05-04"
"CHARLOTTESVILLE ESTABLISHES PANEL TO STUDY MEMORIALS’ FUTURE","2016-05-04"
"VIRGINIA’S MOST ENDANGERED PLACES INCLUDE BLACK CEMETERIES, A LEGISLATIVE OFFICE COMPLEX, AND A FORMER SLAVE DWELLING","2016-05-04"
"ALEXANDRIA COUNCIL READY TO RAISE TAXES TO PAY FOR INFRASTRUCTURE REPAIRS","2016-05-04"
"FAIRFAX COUNTY SCHOOLS TO MOVE TO PRE-LABOR DAY START IN 2017","2016-05-04"
"FAIRFAX MAYOR REELECTED AFTER TOUGH YEAR WITH CANCER SCARE AND LOSS OF HOME","2016-05-04"
"RICHMOND COUNCIL FINDS $3.6 MILLION FOR SCHOOLS, RESUMES DEBATE TUESDAY","2016-05-04"
"RICHMOND CITY COUNCIL REACHES BUDGET COMPROMISE; UNCLEAR IF SCHOOL CLOSURES WILL BE AVOIDED","2016-05-04"
"WINN CONCEDES TO MCCLELLAN IN NORFOLK SUPERWARD 6 RACE","2016-05-04"
"VIRGINIA BEACH LIGHT RAIL PETITION DRIVE FALLS 500 SIGNATURES SHORT FOR NOW, BUT ORGANIZERS DISPUTE NUMBERS","2016-05-04"
"VIRGINIA BEACH HAS HARSH WORDS FOR SPSA OVER PROPOSED REGIONAL TRASH DEAL","2016-05-04"
"CHESAPEAKE VOTERS PICK THREE INCUMBENTS TO STAY ON CITY COUNCIL","2016-05-04"
"DONNIE TUCK UNSEATS INCUMBENT HAMPTON MAYOR GEORGE WALLACE","2016-05-04"
"HARRIS UNSEATS COLEMAN FOR NORTH DISTRICT SEAT ON NEWPORT NEWS COUNCIL","2016-05-04"
"HAMPTON COUNCIL INCUMBENTS KEEP THEIR SEATS","2016-05-04"
"WILLIAMSBURG ELECTION RESULTS: FREILING, RAMSEY, ZHANG WIN","2016-05-04"
"MARY KATHERINE GREENLAW WINS A SECOND TERM AS FREDERICKSBURG MAYOR","2016-05-04"
"ROANOKE VOTERS CHOOSE LEA FOR MAYOR, PRICE, DYKSTRA, GARLAND FOR CITY COUNCIL","2016-05-04"
"INCUMBENTS, NEWCOMERS WIN RADFORD RACES","2016-05-04"
"STAUNTON SCHOOL BOARD, COUNCIL INCUMBENTS WIN","2016-05-04"
"CITY ELECTS TWO NEWCOMERS, TWO INCUMBENTS TO COUNCIL","2016-05-04"
"WHITTLE, INCUMBENTS CRUISE TO VICTORY; VOGLER LEADS WAY FOR DANVILLE COUNCIL","2016-05-04"
"WRITE-IN SURGE DELAYS ANNOUNCED WINNERS IN COUNCIL RACE","2016-05-04"
"A LOST OPPORTUNITY TO FIX VIRGINIA'S FOIA","2016-05-04"
"RESTORING THE RIGHT TO VOTE","2016-05-04"
"SAME-SEX ALIMONY","2016-05-04"
"HOW A $2-MILLION GIVEAWAY CAME ABOUT","2016-05-04"
"METRO: ORPHANED AND SICK","2016-05-04"
"WHAT ROANOKERS SAID TUESDAY","2016-05-04"
"SCHAPIRO: CONVENTION'S NO PARTY FOR VIRGINIA GOP","2016-05-04"
"LAWMAKERS SOUND OFF ON VOTES FOR FELONS","2016-05-05"
"AS TRUMP'S PATH CLEARS, VIRGINIA REPUBLICANS REACT TEPIDLY TO LIKELY NOMINEE","2016-05-05"
"‘I FEEL LIKE I GOT SMACKED BY A TWO-BY-FOUR’: VA. REPUBLICANS REACT TO TRUMP AS THE LIKELY NOMINEE","2016-05-05"
"HIGH-PROFILE VIRGINIA REPUBLICANS LINING UP AGAINST DONALD TRUMP","2016-05-05"
"GILLESPIE AND WITTMAN, CANDIDATES FOR VA. GOVERNOR, SAY THEY WILL SUPPORT TRUMP","2016-05-05"
"DEMOCRAT PREPARES TO RUN AGAINST GOODLATTE","2016-05-05"
"SCHOOL BOARD MEMBERS URGE VSHL TO MOVE CHAMPIONSHIPS FROM LIBERTY UNIVERSITY","2016-05-05"
"SINK OR SWIM: NEW TOOL LAUNCHES IN FIGHT AGAINST HEROIN, PRESCRIPTION OPIOID USE","2016-05-05"
"SMALL CHANGES, HOMESTRETCH APPROACH IN VIRGINIA'S FOIA REVIEW","2016-05-05"
"DOMINION VIRGINIA POWER PLANS TO LOWER ELECTRICAL BILLS BY 3.8 PERCENT","2016-05-05"
"ELECTRIC BILLS COULD DROP FOR VALLEY RESIDENTS","2016-05-05"
"ONE OF NTSB’S KEY RECOMMENDATIONS FOR IMPROVING METRO UNLIKELY TO GO ANYWHERE","2016-05-05"
"GEORGE MASON FACULTY KICK AND SCREAM — OVER THE SCALIA NAME","2016-05-05"
"GMU FACULTY ASK UNIVERSITY TO SUSPEND RENAMING OF LAW SCHOOL AFTER SCALIA","2016-05-05"
"DOMINION DEBUTS CLEAN TECHNOLOGY AT POSSUM POINT","2016-05-05"
"LOCALS DISCUSS DANGERS OF COAL ASH WATER REMOVAL INTO CLINCH RIVER","2016-05-05"
"FEDS OPEN 30-DAY PIPELINE SCOPING PERIOD","2016-05-05"
"NORTH CAROLINA LEADERS DENOUNCE FEDERAL THREAT ON LGBT LAW","2016-05-05"
"WATCHDOGS KEEP EYE ON CHESTERFIELD GOVERNMENT","2016-05-05"
"KENNY ALEXANDER’S WIN IN NORFOLK WAS A RACIAL MILESTONE, BUT HE KEEPS FOCUS ON THE JOB","2016-05-05"
"UPSET IN RACE FOR NORFOLK'S SUPERWARD 6 SEAT USHERS IN NEW ERA FOR CITY COUNCIL","2016-05-05"
"VIRGINIA BEACH COUNCILMAN SAYS PROPOSED OCEANFRONT PIER SHOULD BE FREE TO THE PUBLIC","2016-05-05"
"VOTER TURNOUT REMAINS STAGNANT IN CHESAPEAKE","2016-05-05"
"THE KEY TO TUCK'S WIN IN HAMPTON? HE LISTENS","2016-05-05"
"W&M STUDENT TAKES SPOT ON CITY COUNCIL","2016-05-05"
"JAMES CITY COUNTY PLANNERS RECOMMEND DENIAL OF APPLICATIONS FOR AIRBNB RENTALS","2016-05-05"
"PETERSBURG MAYOR EXPANDS COMPLAINT AGAINST WILSON-SMITH","2016-05-05"
"HERRING: SOUTH BOSTON POLICING ‘BELOW THE PUBLIC’S EXPECTATIONS’","2016-05-05"
"BASHAR ASSAD, YOUR FRIENDLY NEIGHBORHOOD DICTATOR","2016-05-05"
"HOW MANY FELONS WILL VOTE? A DEEPER LOOK.","2016-05-05"
"RIGHTS RESTORATION","2016-05-05"
"DEMOCRACY'S MAIN THREAT? VOTER APATHY","2016-05-05"
"KENNY ALEXANDER'S TO-DO LIST","2016-05-05"
"NEW PLAYERS, NEW DYNAMICS","2016-05-05"
"EXPERIENCE WINS DAY IN FREDERICKSBURG MAYOR'S CONTEST","2016-05-05"
"POLITIFACT: MCAULIFFE SAID HE WOULD CREATE A LOCKBOX FOR TRANSPORTATION FUNDS","2016-05-05"
"VISUAL: MAY ELECTIONS YIELD TINY TURNOUT","2016-05-05"
"GOVERNOR TALKS WORKFORCE TRAINING AT ROUNDTABLE IN ROANOKE","2016-05-06"
"TAXPAYER COSTS APPROACH $4 MILLION IN VIRGINIA ELECTION LAWSUITS","2016-05-06"
"VIRGINIA PROVIDES MODEL FOR TESTING RAPE KITS","2016-05-06"
"LEGISLATORS SAY PENINSULA FARED WELL IN THE SESSION","2016-05-06"
"IS SEN. TIM KAINE ON HILLARY CLINTON'S VEEP SHORT LIST?","2016-05-06"
"COMSTOCK: TRUMP HAS NOT EARNED HER VOTE","2016-05-06"
"HOW DO AREA POLITICIANS FEEL ABOUT TRUMP?","2016-05-06"
"TAYLOR: INTERNAL POLL SHOWS TIGHT RACE IN 2ND DISTRICT GOP PRIMARY","2016-05-06"
"WHITED MISSES REPORTING DEADLINE; PLANS TO SETTLE UP TODAY","2016-05-06"
"VIRGINIA MUSEUM OF FINE ARTS LANDS A KIRCHNER","2016-05-06"
"WHISTLEBLOWER ACCUSES MEDICAL EXAMINER'S OFFICE OF SHIELDING UNQUALIFIED DOCTOR IN NORFOLK","2016-05-06"
"COMSTOCK: HEROIN A BIPARTISAN CONCERN","2016-05-06"
"HUNTINGTON INGALLS REPORTS A STRONG FIRST QUARTER, PROFITS UP 56 PERCENT FROM A YEAR AGO","2016-05-06"
"GEORGE MASON U. LANDS ANOTHER GIFT FROM A POLITICALLY CONNECTED DONOR","2016-05-06"
"COLUMNIST WILL SPEAK AT VIRGINIA TECH AFTER SCHOOL ISSUES APOLOGY","2016-05-06"
"STATE EDUCATION SECRETARY HEARS ABOUT SUCCESS, CHALLENGES AT CVCC","2016-05-06"
"VHSL VOTES TO MOVE STATE CHAMPIONSHIP GAMES AWAY FROM LIBERTY UNIVERSITY","2016-05-06"
"VHSL VOTES TO MOVE MOST STATE CHAMPIONSHIP EVENTS FROM LIBERTY UNIVERSITY","2016-05-06"
"HIGH SCHOOL FOOTBALL STATE CHAMPIONSHIPS ARE COMING TO HU, W&M","2016-05-06"
"HAMPTON'S CONFEDERATE SCHOOL NAMES SUBJECT OF TWO PUBLIC HEARINGS","2016-05-06"
"FEDS LIMIT PIPELINE INPUT TO 30 DAYS","2016-05-06"
"ARLINGTON COUNTY RACE COULD BE REFERENDUM ON A CHANGED BOARD","2016-05-06"
"ALEXANDRIA RAISES PROPERTY TAXES TO FIX SCHOOLS, AGING BUILDINGS","2016-05-06"
"‘ENDLESS POSSIBILITIES’ THE THEME OF LOUDOUN COUNTY ECONOMIC SUMMIT","2016-05-06"
"GRAZIANO'S AIDE ENTERS RACE TO FILL HER RICHMOND CITY COUNCIL SEAT","2016-05-06"
"EDUCATION SECRETARY JOHN KING SAYS WORK IN NEWPORT NEWS IS 'ENCOURAGING'","2016-05-06"
"ANOTHER STEP FORWARD FOR LGBT RIGHTS","2016-05-06"
"SELECTIVE OUTRAGE FROM THE STATE GOP","2016-05-06"
"PORTSMOUTH'S CASUALLY SHREDS RECORDS, CREDIBILITY","2016-05-06"
"RESS: LOCKE, YANCEY OFFER GLANCE AT WHAT MOTIVATES THEM","2016-05-06"
"FOR TRANSGENDER TEEN, NATIONAL DEBATE ON RESTROOMS IS JUST A START","2016-05-06"
